PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI
84.15,255.9613617,15.83,32.1,47.93,28.85351659,15.83,19.37,23.12,8.34,23.83,519
92.12,168.4950663,18.21,32.5,50.71,28.81626001,18.21,31.75,29.97,6.26,26.4,397
94.02,173.8612014,27.14,36.97,64.11,30.16643603,27.14,24.88,23.51,10.85,41.2,517
150.27,380.7687834,15.9,34.86,50.77,31.53769098,15.9,26.35,31.96,9.13,37.83,653
118.91,259.1621075,5.42,29.22,34.64,16.4101846,5.42,79.47,24.89,6.23,12.93,355
91.41,162.4188108,5.19,23.45,28.63,31.12229054,5.19,25.44,6.25,0.69,1.25,227
95.9,177.9520727,10.38,33.63,44.01,30.27820353,10.38,30.06,27.34,3.24,11.06,316
137.87,264.3706767,20.2,32.98,53.18,33.98915279,20.2,21.89,17.41,12.76,39.39,536
90.71,166.0802689,18.12,25.73,43.85,31.56276993,18.12,17.89,26.02,7.32,43.71,370
108.68,298.1094686,17.03,32.87,49.9,28.62257606,17.03,22.59,19.56,12.47,51.84,551
98.79,184.5942564,17.72,31.2,48.92,30.11400314,17.72,26.09,30.19,8.22,41.58,393
145.75,344.5964946,20.61,34.71,55.33,32.91465356,20.61,24.66,95.94,20.08,51.51,671
179.43,301.3309044,52.33,39.42,91.75,32.05199552,52.33,39.15,112.01,31.75,102.65,969
170.52,273.9311841,15.49,35.22,48.6,35.67420837,15.49,34.03,53.98,10.76,31.62,471
203.4,250.4410213,23.03,36.63,59.66,23.34283227,23.03,94.3,5.36,0,0,529
92.71,172.7923472,12.92,30.65,43.57,26.67604751,12.92,42.08,72.86,13.33,17.97,356.4736771
64.66,147.4425038,4.79,23.83,28.61,25.30262503,4.79,34.4,24.76,6.24,12.04,213
78.14,153.2774471,10.58,28.93,39.51,24.27470263,10.58,44.91,35.56,4.72,8.87,297
100.17,164.8382918,32.27,34.16,66.43,31.11645715,32.27,27.73,23.95,7.62,12.85,605
147.35,215.491706,34.64,39.1,73.74,30.99896666,34.64,46.09,26.43,5.8,5.08,691
206.89,-548.0685098,145.32,55.67,201,66.63647849,145.32,20.47,38,1.69,3.45,971
114.84,179.4191182,38.09,40.31,78.39,31.72601799,38.09,22.94,30.19,26,72.61,645.0111352
89.64,192.5396515,5.42,25.75,31.18,24.35078144,5.42,44.92,43.04,6.48,17.42,270
51.72,149.1361771,1.89,21.15,23.04,23.43924437,1.89,37.31,66.58,3.96,11.1,188
54.59,102.0999348,2.31,18.33,20.64,29.86949178,2.31,19.08,42.43,3.47,10.25,114
46.5,120.4980195,1.22,12.1,13.32,30.15071668,1.22,13.73,61.56,1.9,4.5,143
79.73224343,152.9016218,16.50354,28.90421176,29.10098137,36.22353459,2.588930557,11.47130396,34.81194438,3.484978852,5.094580964,183.2772419
122.54,101.3826576,75.42,44.2,119.62,36.11668924,75.42,13.78,60.66,73.38,105.07,1072.489991
147.18,165.9057884,33.06,36.87,69.93,39.15692019,33.06,21.24,131.12,25.83,60.82,557
214.67,268.3766945,57.37,42.21,99.57,40.72401884,57.37,22.18,26.08254027,41.22,93.71,977.0224923
207.13,226.4035255,28.41,35.31,60.37,35.21176272,28.41,50.33,32.67894269,28.86,55.93,536
191.01,21.54332643,39.61,50.11,89.72,41.90849665,39.61,40.78,27.9,17.39,60.02,354
192.35,290.538961,9.39,29.04,38.43,37.75574371,9.39,29.18,33.21,22.88,52.49,381
127.64,249.4168015,6.74,31.91,38.64,32.9458497,6.74,26.94,47.33,9.55,20.72,355
79.63304416,152.7458974,16.51338582,28.9007008,29.12111474,36.12825819,2.585806848,11.49499364,34.80863679,3.483626644,5.122789599,183.1330753
79.62064425,152.7264318,16.51461655,28.90026193,29.12363141,36.11634864,2.585416384,11.49795485,34.80822334,3.483457617,5.126315679,183.1150545
79.60824434,152.7069662,16.51584728,28.89982306,29.12614808,36.10443909,2.58502592,11.50091606,34.80780989,3.483288591,5.129841758,183.0970337
79.59584443,152.6875007,16.517078,28.89938419,29.12866475,36.09252954,2.584635457,11.50387726,34.80739644,3.483119565,5.133367838,183.0790129
79.58344452,152.6680351,16.51830873,28.89894532,29.13118143,36.08061999,2.584244993,11.50683847,34.80698299,3.482950539,5.136893917,183.060992
79.57104461,152.6485695,16.51953946,28.89850645,29.1336981,36.06871044,2.583854529,11.50979968,34.80656954,3.482781513,5.140419997,183.0429712
79.55864471,152.629104,16.52077019,28.89806758,29.13621477,36.05680089,2.583464066,11.51276089,34.8061561,3.482612487,5.143946076,183.0249504
79.5462448,152.6096384,16.52200091,28.89762871,29.13873144,36.04489134,2.583073602,11.5157221,34.80574265,3.482443461,5.147472156,183.0069296
79.53384489,152.5901729,16.52323164,28.89718984,29.14124811,36.03298179,2.582683138,11.51868331,34.8053292,3.482274435,5.150998235,182.9889087
79.52144498,152.5707073,16.52446237,28.89675097,29.14376478,36.02107224,2.582292675,11.52164452,34.80491575,3.482105408,5.154524315,182.9708879
79.50904507,152.5512417,16.5256931,28.8963121,29.14628146,36.00916268,2.581902211,11.52460573,34.8045023,3.481936382,5.158050394,182.9528671
79.49664516,152.5317762,16.52692382,28.89587323,29.14879813,35.99725313,2.581511747,11.52756694,34.80408885,3.481767356,5.161576474,182.9348463
79.48424525,152.5123106,16.52815455,28.89543436,29.1513148,35.98534358,2.581121283,11.53052815,34.8036754,3.48159833,5.165102553,182.9168254
79.47184534,152.4928451,16.52938528,28.89499549,29.15383147,35.97343403,2.58073082,11.53348936,34.80326195,3.481429304,5.168628633,182.8988046
79.45944543,152.4733795,16.53061601,28.89455662,29.15634814,35.96152448,2.580340356,11.53645057,34.8028485,3.481260278,5.172154712,182.8807838
79.44704552,152.4539139,16.53184673,28.89411775,29.15886481,35.94961493,2.579949892,11.53941178,34.80243505,3.481091252,5.175680792,182.862763
79.43464561,152.4344484,16.53307746,28.89367888,29.16138149,35.93770538,2.579559429,11.54237299,34.80202161,3.480922226,5.179206871,182.8447422
79.4222457,152.4149828,16.53430819,28.89324001,29.16389816,35.92579583,2.579168965,11.54533419,34.80160816,3.4807532,5.182732951,182.8267213
79.4098458,152.3955173,16.53553892,28.89280114,29.16641483,35.91388628,2.578778501,11.5482954,34.80119471,3.480584173,5.18625903,182.8087005
79.39744589,152.3760517,16.53676964,28.89236227,29.1689315,35.90197673,2.578388038,11.55125661,34.80078126,3.480415147,5.18978511,182.7906797
79.38504598,152.3565861,16.53800037,28.8919234,29.17144817,35.89006718,2.577997574,11.55421782,34.80036781,3.480246121,5.193311189,182.7726589
79.37264607,152.3371206,16.5392311,28.89148453,29.17396484,35.87815763,2.57760711,11.55717903,34.79995436,3.480077095,5.196837269,182.754638
79.36024616,152.317655,16.54046183,28.89104566,29.17648151,35.86624808,2.577216647,11.56014024,34.79954091,3.479908069,5.200363348,182.7366172
79.34784625,152.2981894,16.54169255,28.89060679,29.17899819,35.85433853,2.576826183,11.56310145,34.79912746,3.479739043,5.203889428,182.7185964
79.33544634,152.2787239,16.54292328,28.89016792,29.18151486,35.84242898,2.576435719,11.56606266,34.79871401,3.479570017,5.207415507,182.7005756
79.32304643,152.2592583,16.54415401,28.88972905,29.18403153,35.83051943,2.576045256,11.56902387,34.79830057,3.479400991,5.210941587,182.6825547
79.31064652,152.2397928,16.54538474,28.88929018,29.1865482,35.81860988,2.575654792,11.57198508,34.79788712,3.479231964,5.214467666,182.6645339
79.29824661,152.2203272,16.54661546,28.88885131,29.18906487,35.80670033,2.575264328,11.57494629,34.79747367,3.479062938,5.217993745,182.6465131
79.2858467,152.2008616,16.54784619,28.88841244,29.19158154,35.79479078,2.574873864,11.5779075,34.79706022,3.478893912,5.221519825,182.6284923
79.27344679,152.1813961,16.54907692,28.88797357,29.19409822,35.78288123,2.574483401,11.58086871,34.79664677,3.478724886,5.225045904,182.6104715
79.26104689,152.1619305,16.55030765,28.8875347,29.19661489,35.77097168,2.574092937,11.58382992,34.79623332,3.47855586,5.228571984,182.5924506
79.24864698,152.142465,16.55153837,28.88709583,29.19913156,35.75906213,2.573702473,11.58679113,34.79581987,3.478386834,5.232098063,182.5744298
79.23624707,152.1229994,16.5527691,28.88665696,29.20164823,35.74715258,2.57331201,11.58975233,34.79540642,3.478217808,5.235624143,182.556409
79.22384716,152.1035338,16.55399983,28.88621809,29.2041649,35.73524303,2.572921546,11.59271354,34.79499297,3.478048782,5.239150222,182.5383882
79.21144725,152.0840683,16.55523056,28.88577922,29.20668157,35.72333348,2.572531082,11.59567475,34.79457953,3.477879756,5.242676302,182.5203673
79.19904734,152.0646027,16.55646128,28.88534035,29.20919825,35.71142393,2.572140619,11.59863596,34.79416608,3.477710729,5.246202381,182.5023465
79.18664743,152.0451372,16.55769201,28.88490148,29.21171492,35.69951438,2.571750155,11.60159717,34.79375263,3.477541703,5.249728461,182.4843257
79.17424752,152.0256716,16.55892274,28.88446261,29.21423159,35.68760483,2.571359691,11.60455838,34.79333918,3.477372677,5.25325454,182.4663049
79.16184761,152.006206,16.56015347,28.88402374,29.21674826,35.67569528,2.570969228,11.60751959,34.79292573,3.477203651,5.25678062,182.448284
79.1494477,151.9867405,16.56138419,28.88358487,29.21926493,35.66378573,2.570578764,11.6104808,34.79251228,3.477034625,5.260306699,182.4302632
79.13704779,151.9672749,16.56261492,28.883146,29.2217816,35.65187618,2.5701883,11.61344201,34.79209883,3.476865599,5.263832779,182.4122424
79.12464788,151.9478094,16.56384565,28.88270713,29.22429828,35.63996663,2.569797837,11.61640322,34.79168538,3.476696573,5.267358858,182.3942216
79.11224798,151.9283438,16.56507638,28.88226826,29.22681495,35.62805708,2.569407373,11.61936443,34.79127193,3.476527547,5.270884938,182.3762008
79.09984807,151.9088782,16.5663071,28.88182939,29.22933162,35.61614752,2.569016909,11.62232564,34.79085848,3.476358521,5.274411017,182.3581799
79.08744816,151.8894127,16.56753783,28.88139052,29.23184829,35.60423797,2.568626446,11.62528685,34.79044504,3.476189494,5.277937097,182.3401591
79.07504825,151.8699471,16.56876856,28.88095165,29.23436496,35.59232842,2.568235982,11.62824806,34.79003159,3.476020468,5.281463176,182.3221383
79.06264834,151.8504815,16.56999929,28.88051278,29.23688163,35.58041887,2.567845518,11.63120927,34.78961814,3.475851442,5.284989256,182.3041175
79.05024843,151.831016,16.57123001,28.88007391,29.2393983,35.56850932,2.567455054,11.63417047,34.78920469,3.475682416,5.288515335,182.2860966
79.03784852,151.8115504,16.57246074,28.87963504,29.24191498,35.55659977,2.567064591,11.63713168,34.78879124,3.47551339,5.292041415,182.2680758
79.02544861,151.7920849,16.57369147,28.87919617,29.24443165,35.54469022,2.566674127,11.64009289,34.78837779,3.475344364,5.295567494,182.250055
79.0130487,151.7726193,16.5749222,28.8787573,29.24694832,35.53278067,2.566283663,11.6430541,34.78796434,3.475175338,5.299093574,182.2320342
79.00064879,151.7531537,16.57615292,28.87831843,29.24946499,35.52087112,2.5658932,11.64601531,34.78755089,3.475006312,5.302619653,182.2140133
78.98824888,151.7336882,16.57738365,28.87787956,29.25198166,35.50896157,2.565502736,11.64897652,34.78713744,3.474837285,5.306145733,182.1959925
78.97584897,151.7142226,16.57861438,28.87744069,29.25449833,35.49705202,2.565112272,11.65193773,34.786724,3.474668259,5.309671812,182.1779717
78.96344906,151.6947571,16.57984511,28.87700182,29.25701501,35.48514247,2.564721809,11.65489894,34.78631055,3.474499233,5.313197891,182.1599509
78.95104916,151.6752915,16.58107583,28.87656295,29.25953168,35.47323292,2.564331345,11.65786015,34.7858971,3.474330207,5.316723971,182.14193
78.93864925,151.6558259,16.58230656,28.87612408,29.26204835,35.46132337,2.563940881,11.66082136,34.78548365,3.474161181,5.32025005,182.1239092
78.92624934,151.6363604,16.58353729,28.87568521,29.26456502,35.44941382,2.563550418,11.66378257,34.7850702,3.473992155,5.32377613,182.1058884
78.91384943,151.6168948,16.58476802,28.87524634,29.26708169,35.43750427,2.563159954,11.66674378,34.78465675,3.473823129,5.327302209,182.0878676
78.90144952,151.5974293,16.58599874,28.87480747,29.26959836,35.42559472,2.56276949,11.66970499,34.7842433,3.473654103,5.330828289,182.0698468
78.88904961,151.5779637,16.58722947,28.8743686,29.27211504,35.41368517,2.562379027,11.6726662,34.78382985,3.473485077,5.334354368,182.0518259
78.8766497,151.5584981,16.5884602,28.87392973,29.27463171,35.40177562,2.561988563,11.67562741,34.7834164,3.47331605,5.337880448,182.0338051
78.86424979,151.5390326,16.58969093,28.87349086,29.27714838,35.38986607,2.561598099,11.67858861,34.78300296,3.473147024,5.341406527,182.0157843
78.85184988,151.519567,16.59092165,28.87305199,29.27966505,35.37795652,2.561207636,11.68154982,34.78258951,3.472977998,5.344932607,181.9977635
78.83944997,151.5001014,16.59215238,28.87261312,29.28218172,35.36604697,2.560817172,11.68451103,34.78217606,3.472808972,5.348458686,181.9797426
78.82705006,151.4806359,16.59338311,28.87217425,29.28469839,35.35413742,2.560426708,11.68747224,34.78176261,3.472639946,5.351984766,181.9617218
78.81465015,151.4611703,16.59461384,28.87173539,29.28721506,35.34222787,2.560036244,11.69043345,34.78134916,3.47247092,5.355510845,181.943701
78.80225025,151.4417048,16.59584456,28.87129652,29.28973174,35.33031832,2.559645781,11.69339466,34.78093571,3.472301894,5.359036925,181.9256802
78.78985034,151.4222392,16.59707529,28.87085765,29.29224841,35.31840877,2.559255317,11.69635587,34.78052226,3.472132868,5.362563004,181.9076593
78.77745043,151.4027736,16.59830602,28.87041878,29.29476508,35.30649922,2.558864853,11.69931708,34.78010881,3.471963841,5.366089084,181.8896385
78.76505052,151.3833081,16.59953675,28.86997991,29.29728175,35.29458967,2.55847439,11.70227829,34.77969536,3.471794815,5.369615163,181.8716177
78.75265061,151.3638425,16.60076747,28.86954104,29.29979842,35.28268012,2.558083926,11.7052395,34.77928191,3.471625789,5.373141243,181.8535969
78.7402507,151.344377,16.6019982,28.86910217,29.30231509,35.27077057,2.557693462,11.70820071,34.77886847,3.471456763,5.376667322,181.8355761
78.72785079,151.3249114,16.60322893,28.8686633,29.30483177,35.25886102,2.557302999,11.71116192,34.77845502,3.471287737,5.380193402,181.8175552
78.71545088,151.3054458,16.60445966,28.86822443,29.30734844,35.24695147,2.556912535,11.71412313,34.77804157,3.471118711,5.383719481,181.7995344
78.70305097,151.2859803,16.60569038,28.86778556,29.30986511,35.23504192,2.556522071,11.71708434,34.77762812,3.470949685,5.387245561,181.7815136
78.69065106,151.2665147,16.60692111,28.86734669,29.31238178,35.22313236,2.556131608,11.72004555,34.77721467,3.470780659,5.39077164,181.7634928
78.67825115,151.2470492,16.60815184,28.86690782,29.31489845,35.21122281,2.555741144,11.72300675,34.77680122,3.470611633,5.39429772,181.7454719
78.66585124,151.2275836,16.60938257,28.86646895,29.31741512,35.19931326,2.55535068,11.72596796,34.77638777,3.470442606,5.397823799,181.7274511
78.65345134,151.208118,16.61061329,28.86603008,29.3199318,35.18740371,2.554960217,11.72892917,34.77597432,3.47027358,5.401349879,181.7094303
78.64105143,151.1886525,16.61184402,28.86559121,29.32244847,35.17549416,2.554569753,11.73189038,34.77556087,3.470104554,5.404875958,181.6914095
78.62865152,151.1691869,16.61307475,28.86515234,29.32496514,35.16358461,2.554179289,11.73485159,34.77514743,3.469935528,5.408402037,181.6733886
78.61625161,151.1497213,16.61430548,28.86471347,29.32748181,35.15167506,2.553788826,11.7378128,34.77473398,3.469766502,5.411928117,181.6553678
78.6038517,151.1302558,16.6155362,28.8642746,29.32999848,35.13976551,2.553398362,11.74077401,34.77432053,3.469597476,5.415454196,181.637347
78.59145179,151.1107902,16.61676693,28.86383573,29.33251515,35.12785596,2.553007898,11.74373522,34.77390708,3.46942845,5.418980276,181.6193262
78.57905188,151.0913247,16.61799766,28.86339686,29.33503182,35.11594641,2.552617434,11.74669643,34.77349363,3.469259424,5.422506355,181.6013053
78.56665197,151.0718591,16.61922839,28.86295799,29.3375485,35.10403686,2.552226971,11.74965764,34.77308018,3.469090397,5.426032435,181.5832845
78.55425206,151.0523935,16.62045911,28.86251912,29.34006517,35.09212731,2.551836507,11.75261885,34.77266673,3.468921371,5.429558514,181.5652637
78.54185215,151.032928,16.62168984,28.86208025,29.34258184,35.08021776,2.551446043,11.75558006,34.77225328,3.468752345,5.433084594,181.5472429
78.52945224,151.0134624,16.62292057,28.86164138,29.34509851,35.06830821,2.55105558,11.75854127,34.77183983,3.468583319,5.436610673,181.5292221
78.51705233,150.9939969,16.6241513,28.86120251,29.34761518,35.05639866,2.550665116,11.76150248,34.77142639,3.468414293,5.440136753,181.5112012
78.50465243,150.9745313,16.62538202,28.86076364,29.35013185,35.04448911,2.550274652,11.76446368,34.77101294,3.468245267,5.443662832,181.4931804
78.49225252,150.9550657,16.62661275,28.86032477,29.35264853,35.03257956,2.549884189,11.76742489,34.77059949,3.468076241,5.447188912,181.4751596
78.47985261,150.9356002,16.62784348,28.8598859,29.3551652,35.02067001,2.549493725,11.7703861,34.77018604,3.467907215,5.450714991,181.4571388
78.4674527,150.9161346,16.62907421,28.85944703,29.35768187,35.00876046,2.549103261,11.77334731,34.76977259,3.467738189,5.454241071,181.4391179
78.45505279,150.8966691,16.63030493,28.85900816,29.36019854,34.99685091,2.548712798,11.77630852,34.76935914,3.467569162,5.45776715,181.4210971
78.44265288,150.8772035,16.63153566,28.85856929,29.36271521,34.98494136,2.548322334,11.77926973,34.76894569,3.467400136,5.46129323,181.4030763
78.43025297,150.8577379,16.63276639,28.85813042,29.36523188,34.97303181,2.54793187,11.78223094,34.76853224,3.46723111,5.464819309,181.3850555
78.41785306,150.8382724,16.63399712,28.85769155,29.36774856,34.96112226,2.547541407,11.78519215,34.76811879,3.467062084,5.468345389,181.3670346
78.40545315,150.8188068,16.63522784,28.85725268,29.37026523,34.94921271,2.547150943,11.78815336,34.76770535,3.466893058,5.471871468,181.3490138
78.39305324,150.7993413,16.63645857,28.85681381,29.3727819,34.93730316,2.546760479,11.79111457,34.7672919,3.466724032,5.475397548,181.330993
78.38065333,150.7798757,16.6376893,28.85637494,29.37529857,34.92539361,2.546370016,11.79407578,34.76687845,3.466555006,5.478923627,181.3129722
78.36825342,150.7604101,16.63892003,28.85593607,29.37781524,34.91348406,2.545979552,11.79703699,34.766465,3.46638598,5.482449707,181.2949514
78.35585352,150.7409446,16.64015075,28.8554972,29.38033191,34.90157451,2.545589088,11.7999982,34.76605155,3.466216954,5.485975786,181.2769305
78.34345361,150.721479,16.64138148,28.85505833,29.38284859,34.88966496,2.545198624,11.80295941,34.7656381,3.466047927,5.489501866,181.2589097
78.3310537,150.7020134,16.64261221,28.85461946,29.38536526,34.87775541,2.544808161,11.80592062,34.76522465,3.465878901,5.493027945,181.2408889
78.31865379,150.6825479,16.64384294,28.85418059,29.38788193,34.86584586,2.544417697,11.80888182,34.7648112,3.465709875,5.496554025,181.2228681
78.30625388,150.6630823,16.64507366,28.85374172,29.3903986,34.85393631,2.544027233,11.81184303,34.76439775,3.465540849,5.500080104,181.2048472
78.29385397,150.6436168,16.64630439,28.85330285,29.39291527,34.84202676,2.54363677,11.81480424,34.7639843,3.465371823,5.503606183,181.1868264
78.28145406,150.6241512,16.64753512,28.85286398,29.39543194,34.8301172,2.543246306,11.81776545,34.76357086,3.465202797,5.507132263,181.1688056
78.26905415,150.6046856,16.64876585,28.85242511,29.39794861,34.81820765,2.542855842,11.82072666,34.76315741,3.465033771,5.510658342,181.1507848
78.25665424,150.5852201,16.64999657,28.85198624,29.40046529,34.8062981,2.542465379,11.82368787,34.76274396,3.464864745,5.514184422,181.1327639
78.24425433,150.5657545,16.6512273,28.85154737,29.40298196,34.79438855,2.542074915,11.82664908,34.76233051,3.464695718,5.517710501,181.1147431
78.23185442,150.546289,16.65245803,28.8511085,29.40549863,34.782479,2.541684451,11.82961029,34.76191706,3.464526692,5.521236581,181.0967223
78.21945451,150.5268234,16.65368876,28.85066963,29.4080153,34.77056945,2.541293988,11.8325715,34.76150361,3.464357666,5.52476266,181.0787015
78.20705461,150.5073578,16.65491948,28.85023076,29.41053197,34.7586599,2.540903524,11.83553271,34.76109016,3.46418864,5.52828874,181.0606807
78.1946547,150.4878923,16.65615021,28.84979189,29.41304864,34.74675035,2.54051306,11.83849392,34.76067671,3.464019614,5.531814819,181.0426598
78.18225479,150.4684267,16.65738094,28.84935302,29.41556532,34.7348408,2.540122597,11.84145513,34.76026326,3.463850588,5.535340899,181.024639
78.16985488,150.4489612,16.65861167,28.84891415,29.41808199,34.72293125,2.539732133,11.84441634,34.75984982,3.463681562,5.538866978,181.0066182
78.15745497,150.4294956,16.65984239,28.84847528,29.42059866,34.7110217,2.539341669,11.84737755,34.75943637,3.463512536,5.542393058,180.9885974
78.14505506,150.41003,16.66107312,28.84803641,29.42311533,34.69911215,2.538951206,11.85033876,34.75902292,3.46334351,5.545919137,180.9705765
78.13265515,150.3905645,16.66230385,28.84759754,29.425632,34.6872026,2.538560742,11.85329996,34.75860947,3.463174483,5.549445217,180.9525557
78.12025524,150.3710989,16.66353458,28.84715867,29.42814867,34.67529305,2.538170278,11.85626117,34.75819602,3.463005457,5.552971296,180.9345349
78.10785533,150.3516333,16.6647653,28.8467198,29.43066535,34.6633835,2.537779814,11.85922238,34.75778257,3.462836431,5.556497376,180.9165141
78.09545542,150.3321678,16.66599603,28.84628093,29.43318202,34.65147395,2.537389351,11.86218359,34.75736912,3.462667405,5.560023455,180.8984932
78.08305551,150.3127022,16.66722676,28.84584206,29.43569869,34.6395644,2.536998887,11.8651448,34.75695567,3.462498379,5.563549535,180.8804724
78.0706556,150.2932367,16.66845749,28.84540319,29.43821536,34.62765485,2.536608423,11.86810601,34.75654222,3.462329353,5.567075614,180.8624516
78.0582557,150.2737711,16.66968821,28.84496432,29.44073203,34.6157453,2.53621796,11.87106722,34.75612878,3.462160327,5.570601694,180.8444308
78.04585579,150.2543055,16.67091894,28.84452545,29.4432487,34.60383575,2.535827496,11.87402843,34.75571533,3.461991301,5.574127773,180.8264099
78.03345588,150.23484,16.67214967,28.84408658,29.44576537,34.5919262,2.535437032,11.87698964,34.75530188,3.461822274,5.577653853,180.8083891
78.02105597,150.2153744,16.6733804,28.84364771,29.44828205,34.58001665,2.535046569,11.87995085,34.75488843,3.461653248,5.581179932,180.7903683
78.00865606,150.1959089,16.67461112,28.84320884,29.45079872,34.5681071,2.534656105,11.88291206,34.75447498,3.461484222,5.584706012,180.7723475
77.99625615,150.1764433,16.67584185,28.84276997,29.45331539,34.55619755,2.534265641,11.88587327,34.75406153,3.461315196,5.588232091,180.7543267
77.98385624,150.1569777,16.67707258,28.8423311,29.45583206,34.544288,2.533875178,11.88883448,34.75364808,3.46114617,5.591758171,180.7363058
77.97145633,150.1375122,16.67830331,28.84189223,29.45834873,34.53237845,2.533484714,11.89179569,34.75323463,3.460977144,5.59528425,180.718285
77.95905642,150.1180466,16.67953403,28.84145336,29.4608654,34.5204689,2.53309425,11.8947569,34.75282118,3.460808118,5.598810329,180.7002642
77.94665651,150.0985811,16.68076476,28.84101449,29.46338208,34.50855935,2.532703787,11.8977181,34.75240773,3.460639092,5.602336409,180.6822434
77.9342566,150.0791155,16.68199549,28.84057562,29.46589875,34.4966498,2.532313323,11.90067931,34.75199429,3.460470066,5.605862488,180.6642225
77.92185669,150.0596499,16.68322622,28.84013675,29.46841542,34.48474025,2.531922859,11.90364052,34.75158084,3.460301039,5.609388568,180.6462017
77.90945678,150.0401844,16.68445694,28.83969788,29.47093209,34.4728307,2.531532396,11.90660173,34.75116739,3.460132013,5.612914647,180.6281809
77.89705688,150.0207188,16.68568767,28.83925901,29.47344876,34.46092115,2.531141932,11.90956294,34.75075394,3.459962987,5.616440727,180.6101601
77.88465697,150.0012532,16.6869184,28.83882014,29.47596543,34.4490116,2.530751468,11.91252415,34.75034049,3.459793961,5.619966806,180.5921392
